,0
652,530.212585
653,538.65033
654,547.605957
655,539.736633
656,530.654724
657,529.732605
658,538.170349
659,547.125916
660,539.446106
661,530.957825
662,530.301025
663,538.359802
664,547.012329
665,539.168213
666,530.755737
667,530.439941
668,538.776611
669,547.669067
670,539.673462
671,530.894714
672,530.541016
673,538.32196
674,546.633362
675,539.231384
676,530.806274
677,530.275757
678,538.574524
679,547.315369
680,539.572388
681,530.199951
682,528.861023
683,537.829285
684,547.31543
685,539.54718
686,531.084167
687,530.55365
688,538.625061
689,547.315369
690,539.471375
691,530.932617
692,530.503113
693,538.65033
694,547.391235
695,539.63562
696,531.03363
697,530.4021
698,537.930359
699,546.165955
700,538.89032
701,530.806274
702,530.4021
703,538.587219
704,547.365967
705,539.673462
706,530.351563
707,529.15155
708,538.094543
709,547.492249
710,539.547119
711,530.894714
712,530.477844
713,538.65033
714,547.31543
715,539.610352
716,530.995728
717,530.376831
718,538.587158
719,547.302734
720,539.45874
721,530.831543
722,530.351563
723,537.867188
724,545.799683
725,538.347168
726,530.136841
727,530.035767
728,538.700867
729,547.365906
730,539.420837
731,530.856812
732,530.528381
733,538.991394
734,547.88385
735,539.888245
736,530.907349
737,530.31366
738,538.751343
739,547.605896
740,539.585022
741,530.768372
742,530.338928
743,538.65033
744,547.467041
745,539.673462
746,531.008362
747,530.578918
748,537.917725
749,545.546997
750,537.854553
751,529.694702
752,529.909485
753,538.637695
754,547.302795
755,539.408203
756,530.894714
757,530.439941
758,538.625061
759,547.391174
760,539.420837
761,530.743103
762,530.351563
763,538.65033
764,547.467041
765,539.597717
766,530.79364
767,530.136841
768,538.410339
769,547.492249
770,539.711365
771,530.781006
772,530.326294
773,538.928223
774,547.934387
775,539.597717
776,530.338928
777,530.124207
778,538.587158
779,547.189087
780,539.345032
781,530.856812
782,530.376831
783,538.460876
784,547.277588
785,539.54718
786,530.970459
787,530.528381
788,538.738708
789,547.542725
790,539.736633
791,531.020996
792,530.503113
793,538.801941
794,547.64386
795,539.78717
796,531.109436
797,530.64209
798,538.258728
799,546.355408
800,539.016602
801,530.831543
802,530.351563
803,538.726135
804,547.416504
805,539.622986
806,530.46521
807,529.063171
808,537.81665
809,547.214355
810,539.319763
811,530.919983
812,530.389465
813,538.385071
814,547.302795
815,539.648193
816,531.058899
817,530.591553
818,538.625061
819,547.13855
820,539.332397
821,530.88208
822,530.667358
823,538.549316
824,546.671265
825,539.269287
826,531.172607
827,530.566284
828,538.599792
829,547.479614
830,539.825012
831,530.376831
832,529.0
833,537.639832
834,547.100708
835,539.648193
836,531.084167
837,530.427307
838,538.498718
839,547.315369
840,539.799744
841,531.311523
842,530.629456
843,538.599854
844,547.353333
845,539.622986
846,531.008362
847,530.46521
848,538.258728
849,546.544861
850,538.966125
851,530.64209
852,530.136841
853,538.561951
854,547.568054
855,539.648193
856,530.199951
857,529.037903
858,537.980835
859,547.567993
860,539.799744
861,531.172607
862,530.679993
863,538.776672
864,547.31543
865,539.231384
866,530.64209
867,530.566284
868,539.206116
869,547.896423
870,539.660828
871,530.894714
872,530.439941
873,538.435608
874,546.873352
875,539.041931
876,530.667358
877,530.301025
878,538.675598
879,547.732239
880,539.761902
881,530.162109
882,529.012634
883,537.879822
884,547.239685
885,539.597717
886,531.12207
887,530.667358
888,539.142944
889,547.921692
890,539.69873
891,530.818909
892,530.364197
893,538.726135
894,547.441772
895,539.572449
896,531.071533
897,530.578918
898,538.763977
899,547.416443
900,539.408203
901,530.781006
902,530.414734
903,538.801941
904,547.454407
905,539.269287
906,530.351563
907,529.858948
908,538.536621
909,547.416443
910,539.496643
911,531.046265
912,529.808411
913,537.27356
914,546.102844
915,538.145081
916,530.023132
917,530.288391
918,538.587158
919,547.214355
920,539.307129
921,530.743103
922,530.427368
923,538.662964
924,547.264954
925,539.534546
926,530.983093
927,530.31366
928,538.397705
929,547.163818
930,539.28186
931,530.338928
932,529.719971
933,538.182983
934,547.138611
935,539.332458
936,530.667358
937,530.439941
938,538.940857
939,547.631165
940,539.761902
941,531.084167
942,530.427368
943,538.625061
944,547.467041
945,539.622986
946,530.907349
947,530.46521
948,538.662964
949,547.252258
950,539.610291
951,531.260986
952,530.667358
953,538.814575
954,547.605957
955,539.648193
956,530.957825
957,530.427368
958,538.549255
959,547.479614
960,539.938721
961,531.362061
962,530.023132
963,537.361938
964,546.052307
965,538.094543
966,530.136841
967,530.566284
968,538.751343
969,547.403809
970,539.711365
971,531.147339
972,530.541016
973,538.713501
974,547.568054
975,539.723999
976,531.008362
977,530.566284
978,538.789246
979,547.492249
980,539.673462
981,530.818909
982,530.124207
983,538.574585
984,547.517578
985,539.597717
986,530.983093
987,530.55365
988,538.726074
989,546.949097
990,538.511353
991,530.31366
992,530.4021
993,538.675598
994,547.365967
995,539.597717
996,531.12207
997,530.578918
998,538.789246
999,547.580627
1000,539.622925
1001,531.020996
1002,530.667358
1003,538.764038
1004,547.441772
1005,539.723999
1006,531.172607
1007,530.654724
1008,538.713501
1009,547.340637
1010,539.572388
1011,530.957825
1012,529.770508
1013,537.463013
1014,546.292297
1015,538.435608
1016,530.46521
1017,530.515747
1018,538.675598
1019,547.593262
1020,539.723999
1021,530.755737
1022,530.086304
1023,538.460876
1024,547.416504
1025,539.723999
1026,531.185242
1027,530.616821
1028,538.726074
1029,547.46698
1030,539.69873
1031,530.995728
1032,530.414734
1033,538.776672
1034,547.555481
1035,539.572449
1036,530.88208
1037,529.909424
1038,537.601929
1039,546.48175
1040,538.814514
1041,530.541016
1042,530.364197
1043,538.561951
1044,547.31543
1045,539.54718
1046,531.260986
1047,531.03363
1048,538.902954
1049,547.13855
1050,539.244019
1051,530.730469
1052,530.275757
1053,538.675598
1054,547.694397
1055,539.926086
1056,531.273621
1057,530.667358
1058,538.877686
1059,547.744873
1060,539.635559
1061,530.781006
1062,530.326294
1063,538.397705
1064,547.138611
1065,539.610352
1066,531.096802
1067,530.541016
1068,538.65033
1069,547.22699
1070,538.789246
1071,529.732605
1072,529.985229
1073,538.688232
1074,547.163879
1075,539.382935
1076,531.046265
1077,530.503113
1078,538.625061
1079,547.504883
1080,539.509216
1081,530.755737
1082,530.376831
1083,538.587219
1084,547.429138
1085,539.63562
1086,530.894714
1087,530.4021
1088,538.726074
1089,547.719604
1090,539.989258
1091,531.12207
1092,530.452576
1093,538.006165
1094,546.102844
1095,538.902954
1096,530.831543
1097,530.364197
1098,538.625061
1099,547.201721
1100,539.408203
1101,531.046265
1102,530.477844
1103,538.511414
1104,547.340698
1105,539.686096
1106,531.096802
1107,530.452576
1108,538.637695
1109,547.479614
1110,539.69873
1111,531.197876
1112,530.79364
1113,539.029297
1114,547.707031
1115,539.660828
1116,530.806274
1117,530.338928
1118,538.511353
1119,546.923828
1120,539.269226
1121,530.869446
1122,530.31366
1123,538.675598
1124,547.391235
1125,539.54718
1126,530.4021
1127,529.063171
1128,537.854553
1129,547.315369
1130,539.45874
1131,530.856812
1132,530.288391
1133,538.612427
1134,547.542847
1135,539.761902
1136,531.235718
1137,530.7052
1138,538.751343
1139,547.454346
1140,539.622925
1141,531.020996
1142,530.629456
1143,538.372437
1144,546.519653
1145,539.180847
1146,531.185242
1147,530.844177
1148,539.029236
1149,547.454346
1150,539.547119
1151,530.338928
1152,528.974731
1153,537.614563
1154,547.163879
1155,539.774536
1156,531.134705
1157,530.162109
1158,538.195557
1159,547.264893
1160,539.610291
1161,530.856812
1162,530.364197
1163,538.688232
1164,547.631226
1165,539.862976
1166,531.260986
1167,530.692566
1168,538.258728
1169,546.620667
1170,539.332397
1171,531.046265
1172,530.414734
1173,538.764038
1174,547.580688
1175,539.446106
1176,529.947327
1177,528.962097
1178,538.069275
1179,547.542725
1180,539.926086
1181,531.311523
1182,530.389465
1183,538.498779
1184,547.40387
1185,539.78717
1186,531.374695
1187,530.64209
1188,538.587158
1189,547.315369
1190,539.484009
1191,530.856812
1192,530.338928
1193,538.081909
1194,546.532288
1195,539.357727
1196,531.197876
1197,530.679993
1198,538.839783
1199,547.530151
1200,539.597656
1201,530.048401
1202,528.772644
1203,537.90509
1204,547.479675
1205,539.345093
1206,530.64209
1207,530.490479
1208,538.839783
1209,547.681702
1210,539.926086
1211,531.096802
1212,530.326294
1213,538.296692
1214,547.037537
1215,539.559814
1216,531.134705
1217,530.591553
1218,538.397705
1219,546.620667
1220,538.97876
1221,530.79364
1222,530.503113
1223,538.89032
1224,547.707031
1225,539.711365
1226,530.326294
1227,529.265259
1228,538.157715
1229,547.492249
1230,539.635559
1231,530.983093
1232,530.452576
1233,538.73877
1234,547.568054
1235,539.78717
1236,531.084167
1237,530.376831
1238,538.460815
1239,547.176453
1240,539.484009
1241,531.020996
1242,530.528381
1243,538.422974
1244,546.734436
1245,539.13031
1246,530.995728
1247,530.528381
1248,538.599792
1249,547.277466
1250,539.559753
1251,530.427307
1252,529.303162
1253,538.397705
1254,547.858582
1255,539.648193
1256,530.856812
1257,530.338928
1258,538.536621
1259,547.517517
1260,539.660828
1261,530.818909
1262,530.439941
1263,538.713501
1264,547.467041
1265,539.799805
1266,531.008362
1267,530.326294
1268,538.713501
1269,547.517517
1270,539.597656
1271,530.88208
1272,530.376831
1273,538.751404
1274,547.467041
1275,539.382935
1276,530.490479
1277,529.821045
1278,538.271362
1279,547.454346
1280,539.69873
1281,530.894714
1282,530.301025
1283,538.524048
1284,547.365967
1285,539.572449
1286,531.046265
1287,530.755737
1288,539.142944
1289,547.858521
1290,539.736633
1291,531.020996
1292,530.730469
1293,539.054565
1294,547.542847
1295,539.521912
1296,531.020996
1297,530.541016
1298,538.587158
1299,547.151184
1300,539.420837
1301,530.781006
1302,530.035767
1303,538.309326
1304,547.31543
1305,539.736633
1306,531.084167
1307,530.439941
1308,538.65033
1309,547.403809
1310,539.597656
1311,530.919983
1312,530.275757
1313,538.435608
1314,547.214417
1315,539.45874
1316,531.046265
1317,530.64209
1318,538.852417
1319,547.669067
1320,539.799744
1321,531.197876
1322,530.7052
1323,538.865051
1324,547.757568
1325,540.001892
1326,531.286255
1327,530.7052
1328,538.738708
1329,547.328003
1330,539.648193
1331,531.12207
1332,529.846313
1333,537.349304
1334,545.976563
1335,538.195618
1336,530.46521
1337,530.452576
1338,538.511353
1339,547.46698
1340,539.521851
1341,530.781006
1342,530.667358
1343,539.21875
1344,547.744934
1345,539.559814
1346,531.03363
1347,530.591553
1348,538.511353
1349,547.113281
1350,539.45874
1351,530.945251
1352,530.4021
1353,538.65033
1354,547.479675
1355,539.799805
1356,531.134705
1357,529.669434
1358,537.121948
1359,546.15332
1360,538.738708
1361,530.818909
1362,530.768372
1363,538.89032
1364,547.593323
1365,538.928223
1366,529.505249
1367,529.745239
1368,538.726074
1369,547.365906
1370,539.231384
1371,530.55365
1372,530.389465
1373,538.776672
1374,547.429138
1375,539.648193
1376,531.084167
1377,530.490479
1378,538.738708
1379,547.567993
1380,539.635559
1381,530.869446
1382,529.909424
1383,537.740906
1384,546.810181
1385,539.105103
1386,530.46521
1387,530.199951
1388,538.587158
1389,547.429077
1390,538.902954
1391,529.618958
1392,529.821045
1393,538.865051
1394,547.707031
1395,539.673462
1396,530.88208
1397,530.4021
1398,538.675598
1399,547.239624
1400,539.332397
1401,531.008362
1402,530.654724
1403,538.814575
1404,547.593323
1405,539.69873
1406,530.919983
1407,529.997864
1408,537.753479
1409,546.709106
1410,539.28186
1411,531.071533
1412,530.88208
1413,538.751404
1414,546.974426
1415,538.524048
1416,529.505249
1417,529.656799
1418,538.410339
1419,547.125916
1420,539.446106
1421,531.058899
1422,530.541016
1423,538.73877
1424,547.580688
1425,539.433472
1426,530.578918
1427,530.199951
1428,538.612427
1429,547.454346
1430,539.496643
1431,530.945251
1432,529.833679
1433,537.286194
1434,546.216553
1435,538.473511
1436,530.351563
1437,530.629456
1438,539.168213
1439,547.896423
1440,539.105042
1441,529.745239
1442,529.808411
1443,538.334595
1444,547.062805
1445,539.559814
1446,531.03363
1447,530.338928
1448,538.372437
1449,547.125916
1450,539.345032
1451,530.768372
1452,530.301025
1453,538.524048
1454,547.340698
1455,539.559814
1456,530.945251
1457,529.808411
1458,537.513489
1459,546.633301
1460,538.89032
1461,530.477844
1462,530.4021
1463,538.726135
1464,547.568054
1465,539.029297
1466,529.631531
1467,529.959961
1468,538.89032
1469,547.391174
1470,539.597656
1471,531.235718
1472,530.79364
1473,538.852478
1474,547.467041
1475,539.534546
1476,530.806274
1477,530.174683
1478,538.283997
1479,547.075378
1480,539.3703
1481,530.818909
1482,529.618958
1483,537.159851
1484,545.976563
1485,538.170349
1486,530.376831
1487,530.768372
1488,538.865051
1489,547.353271
1490,539.45874
1491,530.919983
1492,530.541016
1493,538.839844
1494,547.429138
1495,539.471375
1496,530.932617
1497,530.439941
1498,538.675598
1499,547.479614
1500,539.547119
1501,530.692566
1502,530.023132
1503,538.094543
1504,546.822815
1505,539.30719
1506,530.945251
1507,529.732605
1508,537.172424
1509,545.875427
1510,538.170349
1511,530.528381
1512,530.781006
1513,538.89032
1514,547.7323
1515,539.837708
1516,531.03363
1517,530.503113
1518,538.662964
1519,547.517517
1520,539.825012
1521,531.248352
1522,530.844177
1523,539.079834
1524,547.719666
1525,539.736633
1526,530.957825
1527,530.414734
1528,538.713501
1529,547.517517
1530,539.825012
1531,531.12207
1532,529.656799
1533,537.134583
1534,546.052307
1535,538.397705
1536,530.22522
1537,530.237854
1538,538.726074
1539,547.567993
1540,539.635559
1541,531.03363
1542,530.46521
1543,538.662964
1544,547.504944
1545,539.610352
1546,530.907349
1547,530.364197
1548,538.498718
1549,547.176453
1550,539.446106
1551,530.894714
1552,530.414734
1553,538.839844
1554,547.681763
1555,539.723999
1556,530.995728
1557,529.783142
1558,537.349304
1559,546.266968
1560,538.448242
1561,530.250488
1562,530.22522
1563,538.32196
1564,547.176514
1565,539.585083
1566,530.957825
1567,530.275757
1568,538.47345
1569,547.416443
1570,539.736633
1571,531.223083
1572,530.755737
1573,538.865051
1574,547.517578
1575,539.54718
1576,530.844177
1577,530.566284
1578,539.079773
1579,547.694336
1580,539.622925
1581,530.919983
1582,529.922058
1583,537.791443
1584,546.772339
1585,539.054565
1586,530.55365
1587,530.452576
1588,538.928223
1589,547.567993
1590,538.902954
1591,529.593689
1592,529.783142
1593,538.688232
1594,547.441772
1595,539.610352
1596,531.12207
1597,530.64209
1598,538.789246
1599,547.61853
1600,539.660828
1601,530.869446
1602,530.301025
1603,538.599854
1604,547.568054
1605,539.711365
1606,530.995728
1607,530.389465
1608,538.460815
1609,547.403809
1610,539.761902
1611,530.957825
1612,530.389465
1613,538.069336
1614,546.17865
1615,538.662964
1616,530.326294
1617,530.010498
1618,538.498718
1619,547.163818
1620,539.28186
1621,530.781006
1622,530.275757
1623,538.460876
1624,547.340698
1625,539.686096
1626,531.046265
1627,530.376831
1628,538.662964
1629,547.555359
1630,539.673462
1631,531.008362
1632,530.338928
1633,538.334595
1634,547.062805
1635,539.244019
1636,530.869446
1637,530.7052
1638,538.991333
1639,547.656433
1640,539.180847
1641,529.909485
1642,529.947327
1643,538.839844
1644,547.568054
1645,539.63562
1646,530.831543
1647,530.111572
1648,538.486084
1649,547.542725
1650,539.69873
1651,530.831543
1652,530.250488
1653,538.561951
1654,547.290222
1655,539.572449
1656,531.084167
1657,530.364197
1658,538.523987
1659,547.542725
1660,539.812378
1661,530.983093
1662,530.31366
1663,538.700867
1664,547.530212
1665,538.877686
1666,529.581055
1667,529.871582
1668,538.940857
1669,547.719604
1670,539.888184
1671,531.197876
1672,530.389465
1673,538.713501
1674,547.757568
1675,539.799805
1676,530.970459
1677,530.376831
1678,538.612427
1679,547.542725
1680,539.825012
1681,531.008362
1682,530.187317
1683,538.448242
1684,547.479675
1685,539.622986
1686,530.919983
1687,530.679993
1688,538.195618
1689,545.976501
1690,538.688232
1691,530.654724
1692,530.439941
1693,539.029297
1694,547.858582
1695,539.989258
1696,530.389465
1697,528.861084
1698,537.804016
1699,547.365906
1700,539.509216
1701,531.008362
1702,530.55365
1703,538.625061
1704,547.441772
1705,539.711365
1706,531.109436
1707,530.55365
1708,538.523987
1709,547.239624
1710,539.509277
1711,530.806274
1712,530.301025
1713,537.854553
1714,545.85022
1715,538.422974
1716,530.301025
1717,530.376831
1718,539.067139
1719,547.530151
1720,539.484009
1721,530.932617
1722,530.55365
1723,538.865051
1724,547.504944
1725,539.496643
1726,530.932617
1727,530.64209
1728,538.827148
1729,547.391174
1730,539.45874
1731,530.945251
1732,530.7052
1733,538.89032
1734,547.391235
1735,539.521912
1736,530.907349
1737,530.212585
1738,538.145081
1739,546.721741
1740,539.193481
1741,530.945251
1742,530.4021
1743,538.549316
1744,547.290222
1745,539.496643
1746,530.250488
1747,529.025269
1748,537.892456
1749,547.189087
1750,539.345032
1751,530.970459
1752,530.528381
1753,538.700867
1754,547.504944
1755,539.54718
1756,530.604187
1757,529.833679
1758,537.879822
1759,546.772217
1760,539.269226
1761,530.768372
1762,530.427368
1763,538.031433
1764,545.989136
1765,538.839844
1766,530.894714
1767,530.364197
1768,538.700867
1769,547.643799
1770,539.711365
1771,530.288391
1772,529.164185
1773,538.094543
1774,547.504944
1775,539.572449
1776,530.983093
1777,530.515747
1778,538.763977
1779,547.504883
1780,539.572388
1781,530.970459
1782,530.364197
1783,538.637695
1784,547.64386
1785,539.862976
1786,531.109436
1787,530.4021
1788,538.448242
1789,547.151184
1790,539.585022
1791,531.223083
1792,530.7052
1793,538.751404
1794,547.302795
1795,539.420837
1796,530.364197
1797,529.404175
1798,538.119812
1799,547.365906
1800,539.471375
1801,530.717834
1802,530.275757
1803,538.839844
1804,547.681763
1805,539.54718
1806,530.932617
1807,530.730469
1808,538.966125
1809,547.580627
1810,539.635559
1811,530.983093
1812,530.578918
1813,538.89032
1814,547.719666
1815,539.926086
1816,531.223083
1817,530.7052
1818,538.966125
1819,547.70697
1820,540.077637
1821,531.387329
1822,530.326294
1823,538.246155
1824,547.138611
1825,539.761902
1826,531.349426
1827,529.618958
1828,536.667175
1829,545.546997
1830,537.90509
1831,530.086304
1832,530.389465
1833,538.662964
1834,547.454407
1835,539.54718
1836,531.008362
1837,530.755737
1838,539.155579
1839,547.820618
1840,539.521851
1841,530.7052
1842,530.389465
1843,538.865051
1844,547.845947
1845,539.900818
1846,530.844177
1847,530.174683
1848,538.47345
1849,547.201721
1850,539.559753
1851,531.235718
1852,530.111572
1853,537.51355
1854,546.115479
1855,538.246155
1856,530.427368
1857,530.667358
1858,538.726074
1859,547.479614
1860,538.940857
1861,529.416809
1862,529.618958
1863,538.587219
1864,547.201782
1865,539.269287
1866,530.692566
1867,530.338928
1868,538.612427
1869,547.302734
1870,539.45874
1871,530.894714
1872,530.490479
